2024-04-16 02:02:57 status unpacked libffi8:amd64 3.4.2-4
2024-04-16 02:02:57 status half-configured libffi8:amd64 3.4.2-4
2024-04-16 02:02:57 status installed libffi8:amd64 3.4.2-4
2024-04-16 02:02:57 configure gpgv:amd64 2.2.27-3ubuntu2 <none>
2024-04-16 02:02:57 status unpacked gpgv:amd64 2.2.27-3ubuntu2
2024-04-16 02:02:57 status half-configured gpgv:amd64 2.2.27-3ubuntu2
2024-04-16 02:02:57 status installed gpgv:amd64 2.2.27-3ubuntu2
2024-04-16 02:02:57 configure libxxhash0:amd64 0.8.1-1 <none>
2024-04-16 02:02:57 status unpacked libxxhash0:amd64 0.8.1-1
2024-04-16 02:02:57 status half-configured libxxhash0:amd64 0.8.1-1
2024-04-16 02:02:57 status installed libxxhash0:amd64 0.8.1-1
2024-04-16 02:02:57 configure libtasn1-6:amd64 4.18.0-4build1 <none>
2024-04-16 02:02:57 status unpacked libtasn1-6:amd64 4.18.0-4build1
2024-04-16 02:02:57 status half-configured libtasn1-6:amd64 4.18.0-4build1
2024-04-16 02:02:57 status installed libtasn1-6:amd64 4.18.0-4build1
2024-04-16 02:02:57 configure libstdc++6:amd64 12-20220319-1ubuntu1 <none>
2024-04-16 02:02:57 status unpacked libstdc++6:amd64 12-20220319-1ubuntu1
2024-04-16 02:02:57 status half-configured libstdc++6:amd64 12-20220319-1ubuntu1
2024-04-16 02:02:57 status installed libstdc++6:amd64 12-20220319-1ubuntu1
2024-04-16 02:02:57 configure libhogweed6:amd64 3.7.3-1build2 <none>
2024-04-16 02:02:57 status unpacked libhogweed6:amd64 3.7.3-1build2
2024-04-16 02:02:57 status half-configured libhogweed6:amd64 3.7.3-1build2
2024-04-16 02:02:57 status installed libhogweed6:amd64 3.7.3-1build2
2024-04-16 02:02:57 configure libapt-pkg6.0:amd64 2.4.5 <none>
2024-04-16 02:02:57 status unpacked libapt-pkg6.0:amd64 2.4.5
2024-04-16 02:02:57 status half-configured libapt-pkg6.0:amd64 2.4.5
2024-04-16 02:02:57 status installed libapt-pkg6.0:amd64 2.4.5
2024-04-16 02:02:57 configure libp11-kit0:amd64 0.24.0-6build1 <none>
2024-04-16 02:02:57 status unpacked libp11-kit0:amd64 0.24.0-6build1
2024-04-16 02:02:57 status half-configured libp11-kit0:amd64 0.24.0-6build1
2024-04-16 02:02:57 status installed libp11-kit0:amd64 0.24.0-6build1
2024-04-16 02:02:57 configure libgnutls30:amd64 3.7.3-4ubuntu1 <none>
2024-04-16 02:02:57 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1
2024-04-16 02:02:57 status half-configured libgnutls30:amd64 3.7.3-4ubuntu1
2024-04-16 02:02:57 status installed libgnutls30:amd64 3.7.3-4ubuntu1
2024-04-16 02:02:57 configure apt:amd64 2.4.5 <none>
2024-04-16 02:02:57 status unpacked apt:amd64 2.4.5
2024-04-16 02:02:57 status half-configured apt:amd64 2.4.5
2024-04-16 02:02:57 status installed apt:amd64 2.4.5
2024-04-16 02:02:57 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-16 02:02:57 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:02:57 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:02:59 startup archives unpack
2024-04-16 02:02:59 upgrade adduser:all 3.118ubuntu5 3.118ubuntu5
2024-04-16 02:02:59 status half-configured adduser:all 3.118ubuntu5
2024-04-16 02:02:59 status unpacked adduser:all 3.118ubuntu5
2024-04-16 02:02:59 status half-installed adduser:all 3.118ubuntu5
2024-04-16 02:02:59 status unpacked adduser:all 3.118ubuntu5
2024-04-16 02:02:59 startup packages configure
2024-04-16 02:02:59 configure adduser:all 3.118ubuntu5 <none>
2024-04-16 02:02:59 status unpacked adduser:all 3.118ubuntu5
2024-04-16 02:02:59 status half-configured adduser:all 3.118ubuntu5
2024-04-16 02:02:59 status installed adduser:all 3.118ubuntu5
2024-04-16 02:02:59 startup packages configure
2024-04-16 02:03:01 startup archives unpack
2024-04-16 02:03:01 upgrade apt:amd64 2.4.5 2.4.5
2024-04-16 02:03:01 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:01 status half-configured apt:amd64 2.4.5
2024-04-16 02:03:01 status unpacked apt:amd64 2.4.5
2024-04-16 02:03:01 status half-installed apt:amd64 2.4.5
2024-04-16 02:03:01 status unpacked apt:amd64 2.4.5
2024-04-16 02:03:01 startup packages configure
2024-04-16 02:03:01 configure apt:amd64 2.4.5 <none>
2024-04-16 02:03:01 status unpacked apt:amd64 2.4.5
2024-04-16 02:03:01 status half-configured apt:amd64 2.4.5
2024-04-16 02:03:01 status installed apt:amd64 2.4.5
2024-04-16 02:03:02 startup packages configure
2024-04-16 02:03:02 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-16 02:03:02 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:02 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:03 startup archives unpack
2024-04-16 02:03:03 upgrade base-files:amd64 12ubuntu4 12ubuntu4
2024-04-16 02:03:03 status half-configured base-files:amd64 12ubuntu4
2024-04-16 02:03:03 status unpacked base-files:amd64 12ubuntu4
2024-04-16 02:03:03 status half-installed base-files:amd64 12ubuntu4
2024-04-16 02:03:03 status unpacked base-files:amd64 12ubuntu4
2024-04-16 02:03:03 startup packages configure
2024-04-16 02:03:03 configure base-files:amd64 12ubuntu4 <none>
2024-04-16 02:03:03 status unpacked base-files:amd64 12ubuntu4
2024-04-16 02:03:03 status half-configured base-files:amd64 12ubuntu4
2024-04-16 02:03:03 status installed base-files:amd64 12ubuntu4
2024-04-16 02:03:03 startup packages configure
2024-04-16 02:03:05 startup archives unpack
2024-04-16 02:03:05 upgrade base-passwd:amd64 3.5.52build1 3.5.52build1
2024-04-16 02:03:05 status half-configured base-passwd:amd64 3.5.52build1
2024-04-16 02:03:05 status unpacked base-passwd:amd64 3.5.52build1
2024-04-16 02:03:05 status half-installed base-passwd:amd64 3.5.52build1
2024-04-16 02:03:05 status unpacked base-passwd:amd64 3.5.52build1
2024-04-16 02:03:05 startup packages configure
2024-04-16 02:03:05 configure base-passwd:amd64 3.5.52build1 <none>
2024-04-16 02:03:05 status unpacked base-passwd:amd64 3.5.52build1
2024-04-16 02:03:05 status half-configured base-passwd:amd64 3.5.52build1
2024-04-16 02:03:05 status installed base-passwd:amd64 3.5.52build1
2024-04-16 02:03:05 startup packages configure
2024-04-16 02:03:07 startup archives unpack
2024-04-16 02:03:07 upgrade bash:amd64 5.1-6ubuntu1 5.1-6ubuntu1
2024-04-16 02:03:07 status half-configured bash:amd64 5.1-6ubuntu1
2024-04-16 02:03:07 status unpacked bash:amd64 5.1-6ubuntu1
2024-04-16 02:03:07 status half-installed bash:amd64 5.1-6ubuntu1
2024-04-16 02:03:07 status unpacked bash:amd64 5.1-6ubuntu1
2024-04-16 02:03:07 startup packages configure
2024-04-16 02:03:07 configure bash:amd64 5.1-6ubuntu1 <none>
2024-04-16 02:03:07 status unpacked bash:amd64 5.1-6ubuntu1
2024-04-16 02:03:07 status half-configured bash:amd64 5.1-6ubuntu1
2024-04-16 02:03:07 status installed bash:amd64 5.1-6ubuntu1
2024-04-16 02:03:07 startup packages configure
2024-04-16 02:03:09 startup archives unpack
2024-04-16 02:03:09 upgrade bsdutils:amd64 1:2.37.2-4ubuntu3 1:2.37.2-4ubuntu3
2024-04-16 02:03:09 status half-configured bsdutils:amd64 1:2.37.2-4ubuntu3
2024-04-16 02:03:09 status unpacked bsdutils:amd64 1:2.37.2-4ubuntu3
2024-04-16 02:03:09 status half-installed bsdutils:amd64 1:2.37.2-4ubuntu3
2024-04-16 02:03:09 status unpacked bsdutils:amd64 1:2.37.2-4ubuntu3
2024-04-16 02:03:09 startup packages configure
2024-04-16 02:03:09 configure bsdutils:amd64 1:2.37.2-4ubuntu3 <none>
2024-04-16 02:03:09 status unpacked bsdutils:amd64 1:2.37.2-4ubuntu3
2024-04-16 02:03:09 status half-configured bsdutils:amd64 1:2.37.2-4ubuntu3
2024-04-16 02:03:09 status installed bsdutils:amd64 1:2.37.2-4ubuntu3
2024-04-16 02:03:09 startup packages configure
2024-04-16 02:03:11 startup archives unpack
2024-04-16 02:03:11 upgrade coreutils:amd64 8.32-4.1ubuntu1 8.32-4.1ubuntu1
2024-04-16 02:03:11 status half-configured coreutils:amd64 8.32-4.1ubuntu1
2024-04-16 02:03:11 status unpacked coreutils:amd64 8.32-4.1ubuntu1
2024-04-16 02:03:11 status half-installed coreutils:amd64 8.32-4.1ubuntu1
2024-04-16 02:03:11 status unpacked coreutils:amd64 8.32-4.1ubuntu1
2024-04-16 02:03:11 startup packages configure
2024-04-16 02:03:11 configure coreutils:amd64 8.32-4.1ubuntu1 <none>
2024-04-16 02:03:11 status unpacked coreutils:amd64 8.32-4.1ubuntu1
2024-04-16 02:03:11 status half-configured coreutils:amd64 8.32-4.1ubuntu1
2024-04-16 02:03:11 status installed coreutils:amd64 8.32-4.1ubuntu1
2024-04-16 02:03:11 startup packages configure
2024-04-16 02:03:12 startup archives unpack
2024-04-16 02:03:12 upgrade dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1 0.5.11+git20210903+057cd650a4ed-3build1
2024-04-16 02:03:12 status half-configured dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2024-04-16 02:03:12 status unpacked dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2024-04-16 02:03:12 status half-installed dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2024-04-16 02:03:12 status unpacked dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2024-04-16 02:03:13 startup packages configure
2024-04-16 02:03:13 configure dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1 <none>
2024-04-16 02:03:13 status unpacked dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2024-04-16 02:03:13 status half-configured dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2024-04-16 02:03:13 status installed dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2024-04-16 02:03:13 startup packages configure
2024-04-16 02:03:14 startup archives unpack
2024-04-16 02:03:14 upgrade debconf:all 1.5.79ubuntu1 1.5.79ubuntu1
2024-04-16 02:03:14 status half-configured debconf:all 1.5.79ubuntu1
2024-04-16 02:03:14 status unpacked debconf:all 1.5.79ubuntu1
2024-04-16 02:03:14 status half-installed debconf:all 1.5.79ubuntu1
2024-04-16 02:03:14 status unpacked debconf:all 1.5.79ubuntu1
2024-04-16 02:03:14 startup packages configure
2024-04-16 02:03:14 configure debconf:all 1.5.79ubuntu1 <none>
2024-04-16 02:03:14 status unpacked debconf:all 1.5.79ubuntu1
2024-04-16 02:03:14 status half-configured debconf:all 1.5.79ubuntu1
2024-04-16 02:03:15 status installed debconf:all 1.5.79ubuntu1
2024-04-16 02:03:15 startup packages configure
2024-04-16 02:03:16 startup archives unpack
2024-04-16 02:03:16 upgrade debianutils:amd64 5.5-1ubuntu2 5.5-1ubuntu2
2024-04-16 02:03:16 status half-configured debianutils:amd64 5.5-1ubuntu2
2024-04-16 02:03:16 status unpacked debianutils:amd64 5.5-1ubuntu2
2024-04-16 02:03:16 status half-installed debianutils:amd64 5.5-1ubuntu2
2024-04-16 02:03:16 status unpacked debianutils:amd64 5.5-1ubuntu2
2024-04-16 02:03:16 startup packages configure
2024-04-16 02:03:16 configure debianutils:amd64 5.5-1ubuntu2 <none>
2024-04-16 02:03:16 status unpacked debianutils:amd64 5.5-1ubuntu2
2024-04-16 02:03:16 status half-configured debianutils:amd64 5.5-1ubuntu2
2024-04-16 02:03:16 status installed debianutils:amd64 5.5-1ubuntu2
2024-04-16 02:03:16 startup packages configure
2024-04-16 02:03:18 startup archives unpack
2024-04-16 02:03:18 upgrade diffutils:amd64 1:3.8-0ubuntu2 1:3.8-0ubuntu2
2024-04-16 02:03:18 status half-configured diffutils:amd64 1:3.8-0ubuntu2
2024-04-16 02:03:18 status unpacked diffutils:amd64 1:3.8-0ubuntu2
2024-04-16 02:03:18 status half-installed diffutils:amd64 1:3.8-0ubuntu2
2024-04-16 02:03:18 status unpacked diffutils:amd64 1:3.8-0ubuntu2
2024-04-16 02:03:18 startup packages configure
2024-04-16 02:03:18 configure diffutils:amd64 1:3.8-0ubuntu2 <none>
2024-04-16 02:03:18 status unpacked diffutils:amd64 1:3.8-0ubuntu2
2024-04-16 02:03:18 status half-configured diffutils:amd64 1:3.8-0ubuntu2
2024-04-16 02:03:18 status installed diffutils:amd64 1:3.8-0ubuntu2
2024-04-16 02:03:18 startup packages configure
2024-04-16 02:03:20 startup archives unpack
2024-04-16 02:03:20 upgrade dpkg:amd64 1.21.1ubuntu2 1.21.1ubuntu2
2024-04-16 02:03:20 status half-configured dpkg:amd64 1.21.1ubuntu2
2024-04-16 02:03:20 status unpacked dpkg:amd64 1.21.1ubuntu2
2024-04-16 02:03:20 status half-installed dpkg:amd64 1.21.1ubuntu2
2024-04-16 02:03:20 status unpacked dpkg:amd64 1.21.1ubuntu2
2024-04-16 02:03:20 startup packages configure
2024-04-16 02:03:20 configure dpkg:amd64 1.21.1ubuntu2 <none>
2024-04-16 02:03:20 status unpacked dpkg:amd64 1.21.1ubuntu2
2024-04-16 02:03:20 status half-configured dpkg:amd64 1.21.1ubuntu2
2024-04-16 02:03:20 status installed dpkg:amd64 1.21.1ubuntu2
2024-04-16 02:03:20 startup packages configure
2024-04-16 02:03:22 startup archives unpack
2024-04-16 02:03:22 upgrade e2fsprogs:amd64 1.46.5-2ubuntu1 1.46.5-2ubuntu1
2024-04-16 02:03:22 status half-configured e2fsprogs:amd64 1.46.5-2ubuntu1
2024-04-16 02:03:22 status unpacked e2fsprogs:amd64 1.46.5-2ubuntu1
2024-04-16 02:03:22 status half-installed e2fsprogs:amd64 1.46.5-2ubuntu1
2024-04-16 02:03:22 status unpacked e2fsprogs:amd64 1.46.5-2ubuntu1
2024-04-16 02:03:22 startup packages configure
2024-04-16 02:03:22 configure e2fsprogs:amd64 1.46.5-2ubuntu1 <none>
2024-04-16 02:03:22 status unpacked e2fsprogs:amd64 1.46.5-2ubuntu1
2024-04-16 02:03:22 status half-configured e2fsprogs:amd64 1.46.5-2ubuntu1
2024-04-16 02:03:23 status installed e2fsprogs:amd64 1.46.5-2ubuntu1
2024-04-16 02:03:24 startup archives unpack
2024-04-16 02:03:24 upgrade findutils:amd64 4.8.0-1ubuntu3 4.8.0-1ubuntu3
2024-04-16 02:03:24 status half-configured findutils:amd64 4.8.0-1ubuntu3
2024-04-16 02:03:24 status unpacked findutils:amd64 4.8.0-1ubuntu3
2024-04-16 02:03:24 status half-installed findutils:amd64 4.8.0-1ubuntu3
2024-04-16 02:03:24 status unpacked findutils:amd64 4.8.0-1ubuntu3
2024-04-16 02:03:24 startup packages configure
2024-04-16 02:03:24 configure findutils:amd64 4.8.0-1ubuntu3 <none>
2024-04-16 02:03:24 status unpacked findutils:amd64 4.8.0-1ubuntu3
2024-04-16 02:03:24 status half-configured findutils:amd64 4.8.0-1ubuntu3
2024-04-16 02:03:24 status installed findutils:amd64 4.8.0-1ubuntu3
2024-04-16 02:03:24 startup packages configure
2024-04-16 02:03:26 startup archives unpack
2024-04-16 02:03:26 upgrade gcc-12-base:amd64 12-20220319-1ubuntu1 12-20220319-1ubuntu1
2024-04-16 02:03:26 status half-configured gcc-12-base:amd64 12-20220319-1ubuntu1
2024-04-16 02:03:26 status unpacked gcc-12-base:amd64 12-20220319-1ubuntu1
2024-04-16 02:03:26 status half-installed gcc-12-base:amd64 12-20220319-1ubuntu1
2024-04-16 02:03:26 status unpacked gcc-12-base:amd64 12-20220319-1ubuntu1
2024-04-16 02:03:26 startup packages configure
2024-04-16 02:03:26 configure gcc-12-base:amd64 12-20220319-1ubuntu1 <none>
2024-04-16 02:03:26 status unpacked gcc-12-base:amd64 12-20220319-1ubuntu1
2024-04-16 02:03:26 status half-configured gcc-12-base:amd64 12-20220319-1ubuntu1
2024-04-16 02:03:26 status installed gcc-12-base:amd64 12-20220319-1ubuntu1
2024-04-16 02:03:26 startup packages configure
2024-04-16 02:03:28 startup archives unpack
2024-04-16 02:03:28 upgrade gpgv:amd64 2.2.27-3ubuntu2 2.2.27-3ubuntu2
2024-04-16 02:03:28 status half-configured gpgv:amd64 2.2.27-3ubuntu2
2024-04-16 02:03:28 status unpacked gpgv:amd64 2.2.27-3ubuntu2
2024-04-16 02:03:28 status half-installed gpgv:amd64 2.2.27-3ubuntu2
2024-04-16 02:03:28 status unpacked gpgv:amd64 2.2.27-3ubuntu2
2024-04-16 02:03:28 startup packages configure
2024-04-16 02:03:28 configure gpgv:amd64 2.2.27-3ubuntu2 <none>
2024-04-16 02:03:28 status unpacked gpgv:amd64 2.2.27-3ubuntu2
2024-04-16 02:03:28 status half-configured gpgv:amd64 2.2.27-3ubuntu2
2024-04-16 02:03:28 status installed gpgv:amd64 2.2.27-3ubuntu2
2024-04-16 02:03:28 startup packages configure
2024-04-16 02:03:30 startup archives unpack
2024-04-16 02:03:30 upgrade grep:amd64 3.7-1build1 3.7-1build1
2024-04-16 02:03:30 status half-configured grep:amd64 3.7-1build1
2024-04-16 02:03:30 status unpacked grep:amd64 3.7-1build1
2024-04-16 02:03:30 status half-installed grep:amd64 3.7-1build1
2024-04-16 02:03:30 status unpacked grep:amd64 3.7-1build1
2024-04-16 02:03:30 startup packages configure
2024-04-16 02:03:30 configure grep:amd64 3.7-1build1 <none>
2024-04-16 02:03:30 status unpacked grep:amd64 3.7-1build1
2024-04-16 02:03:30 status half-configured grep:amd64 3.7-1build1
2024-04-16 02:03:30 status installed grep:amd64 3.7-1build1
2024-04-16 02:03:30 startup packages configure
2024-04-16 02:03:31 startup archives unpack
2024-04-16 02:03:31 upgrade gzip:amd64 1.10-4ubuntu4 1.10-4ubuntu4
2024-04-16 02:03:31 status half-configured gzip:amd64 1.10-4ubuntu4
2024-04-16 02:03:31 status unpacked gzip:amd64 1.10-4ubuntu4
2024-04-16 02:03:31 status half-installed gzip:amd64 1.10-4ubuntu4
2024-04-16 02:03:32 status unpacked gzip:amd64 1.10-4ubuntu4
2024-04-16 02:03:32 startup packages configure
2024-04-16 02:03:32 configure gzip:amd64 1.10-4ubuntu4 <none>
2024-04-16 02:03:32 status unpacked gzip:amd64 1.10-4ubuntu4
2024-04-16 02:03:32 status half-configured gzip:amd64 1.10-4ubuntu4
2024-04-16 02:03:32 status installed gzip:amd64 1.10-4ubuntu4
2024-04-16 02:03:32 startup packages configure
2024-04-16 02:03:33 startup archives unpack
2024-04-16 02:03:33 upgrade hostname:amd64 3.23ubuntu2 3.23ubuntu2
2024-04-16 02:03:33 status half-configured hostname:amd64 3.23ubuntu2
2024-04-16 02:03:33 status unpacked hostname:amd64 3.23ubuntu2
2024-04-16 02:03:33 status half-installed hostname:amd64 3.23ubuntu2
2024-04-16 02:03:33 status unpacked hostname:amd64 3.23ubuntu2
2024-04-16 02:03:33 startup packages configure
2024-04-16 02:03:33 configure hostname:amd64 3.23ubuntu2 <none>
2024-04-16 02:03:33 status unpacked hostname:amd64 3.23ubuntu2
2024-04-16 02:03:33 status half-configured hostname:amd64 3.23ubuntu2
2024-04-16 02:03:33 status installed hostname:amd64 3.23ubuntu2
2024-04-16 02:03:34 startup packages configure
2024-04-16 02:03:35 startup archives unpack
2024-04-16 02:03:35 upgrade init-system-helpers:all 1.62 1.62
2024-04-16 02:03:35 status half-configured init-system-helpers:all 1.62
2024-04-16 02:03:35 status unpacked init-system-helpers:all 1.62
2024-04-16 02:03:35 status half-installed init-system-helpers:all 1.62
2024-04-16 02:03:35 status unpacked init-system-helpers:all 1.62
2024-04-16 02:03:35 startup packages configure
2024-04-16 02:03:35 configure init-system-helpers:all 1.62 <none>
2024-04-16 02:03:35 status unpacked init-system-helpers:all 1.62
2024-04-16 02:03:35 status half-configured init-system-helpers:all 1.62
2024-04-16 02:03:35 status installed init-system-helpers:all 1.62
2024-04-16 02:03:35 startup packages configure
2024-04-16 02:03:37 startup archives unpack
2024-04-16 02:03:37 upgrade libacl1:amd64 2.3.1-1 2.3.1-1
2024-04-16 02:03:37 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:37 status half-configured libacl1:amd64 2.3.1-1
2024-04-16 02:03:37 status unpacked libacl1:amd64 2.3.1-1
2024-04-16 02:03:37 status half-installed libacl1:amd64 2.3.1-1
2024-04-16 02:03:37 status unpacked libacl1:amd64 2.3.1-1
2024-04-16 02:03:37 startup packages configure
2024-04-16 02:03:37 configure libacl1:amd64 2.3.1-1 <none>
2024-04-16 02:03:37 status unpacked libacl1:amd64 2.3.1-1
2024-04-16 02:03:37 status half-configured libacl1:amd64 2.3.1-1
2024-04-16 02:03:37 status installed libacl1:amd64 2.3.1-1
2024-04-16 02:03:37 startup packages configure
2024-04-16 02:03:37 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-16 02:03:37 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:37 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:39 startup archives unpack
2024-04-16 02:03:39 upgrade libapt-pkg6.0:amd64 2.4.5 2.4.5
2024-04-16 02:03:39 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:39 status half-configured libapt-pkg6.0:amd64 2.4.5
2024-04-16 02:03:39 status unpacked libapt-pkg6.0:amd64 2.4.5
2024-04-16 02:03:39 status half-installed libapt-pkg6.0:amd64 2.4.5
2024-04-16 02:03:39 status unpacked libapt-pkg6.0:amd64 2.4.5
2024-04-16 02:03:39 startup packages configure
2024-04-16 02:03:39 configure libapt-pkg6.0:amd64 2.4.5 <none>
2024-04-16 02:03:39 status unpacked libapt-pkg6.0:amd64 2.4.5
2024-04-16 02:03:39 status half-configured libapt-pkg6.0:amd64 2.4.5
2024-04-16 02:03:39 status installed libapt-pkg6.0:amd64 2.4.5
2024-04-16 02:03:39 startup packages configure
2024-04-16 02:03:39 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-16 02:03:39 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:39 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:40 startup archives unpack
2024-04-16 02:03:40 upgrade libattr1:amd64 1:2.5.1-1build1 1:2.5.1-1build1
2024-04-16 02:03:40 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:40 status half-configured libattr1:amd64 1:2.5.1-1build1
2024-04-16 02:03:40 status unpacked libattr1:amd64 1:2.5.1-1build1
2024-04-16 02:03:40 status half-installed libattr1:amd64 1:2.5.1-1build1
2024-04-16 02:03:40 status unpacked libattr1:amd64 1:2.5.1-1build1
2024-04-16 02:03:41 startup packages configure
2024-04-16 02:03:41 configure libattr1:amd64 1:2.5.1-1build1 <none>
2024-04-16 02:03:41 status unpacked libattr1:amd64 1:2.5.1-1build1
2024-04-16 02:03:41 status half-configured libattr1:amd64 1:2.5.1-1build1
2024-04-16 02:03:41 status installed libattr1:amd64 1:2.5.1-1build1
2024-04-16 02:03:41 startup packages configure
2024-04-16 02:03:41 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-16 02:03:41 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:41 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:42 startup archives unpack
2024-04-16 02:03:42 upgrade libaudit-common:all 1:3.0.7-1build1 1:3.0.7-1build1
2024-04-16 02:03:42 status half-configured libaudit-common:all 1:3.0.7-1build1
2024-04-16 02:03:42 status unpacked libaudit-common:all 1:3.0.7-1build1
2024-04-16 02:03:42 status half-installed libaudit-common:all 1:3.0.7-1build1
2024-04-16 02:03:42 status unpacked libaudit-common:all 1:3.0.7-1build1
2024-04-16 02:03:42 startup packages configure
2024-04-16 02:03:42 configure libaudit-common:all 1:3.0.7-1build1 <none>
2024-04-16 02:03:42 status unpacked libaudit-common:all 1:3.0.7-1build1
2024-04-16 02:03:42 status half-configured libaudit-common:all 1:3.0.7-1build1
2024-04-16 02:03:42 status installed libaudit-common:all 1:3.0.7-1build1
2024-04-16 02:03:43 startup packages configure
2024-04-16 02:03:44 startup archives unpack
2024-04-16 02:03:44 upgrade libaudit1:amd64 1:3.0.7-1build1 1:3.0.7-1build1
2024-04-16 02:03:44 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:44 status half-configured libaudit1:amd64 1:3.0.7-1build1
2024-04-16 02:03:44 status unpacked libaudit1:amd64 1:3.0.7-1build1
2024-04-16 02:03:44 status half-installed libaudit1:amd64 1:3.0.7-1build1
2024-04-16 02:03:44 status unpacked libaudit1:amd64 1:3.0.7-1build1
2024-04-16 02:03:44 startup packages configure
2024-04-16 02:03:44 configure libaudit1:amd64 1:3.0.7-1build1 <none>
2024-04-16 02:03:44 status unpacked libaudit1:amd64 1:3.0.7-1build1
2024-04-16 02:03:44 status half-configured libaudit1:amd64 1:3.0.7-1build1
2024-04-16 02:03:44 status installed libaudit1:amd64 1:3.0.7-1build1
2024-04-16 02:03:44 startup packages configure
2024-04-16 02:03:44 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-16 02:03:44 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:44 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:46 startup archives unpack
2024-04-16 02:03:46 upgrade libblkid1:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3
2024-04-16 02:03:46 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:46 status half-configured libblkid1:amd64 2.37.2-4ubuntu3
2024-04-16 02:03:46 status unpacked libblkid1:amd64 2.37.2-4ubuntu3
2024-04-16 02:03:46 status half-installed libblkid1:amd64 2.37.2-4ubuntu3
2024-04-16 02:03:46 status unpacked libblkid1:amd64 2.37.2-4ubuntu3
2024-04-16 02:03:46 startup packages configure
2024-04-16 02:03:46 configure libblkid1:amd64 2.37.2-4ubuntu3 <none>
2024-04-16 02:03:46 status unpacked libblkid1:amd64 2.37.2-4ubuntu3
2024-04-16 02:03:46 status half-configured libblkid1:amd64 2.37.2-4ubuntu3
2024-04-16 02:03:46 status installed libblkid1:amd64 2.37.2-4ubuntu3
2024-04-16 02:03:46 startup packages configure
2024-04-16 02:03:46 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-16 02:03:46 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:46 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:48 startup archives unpack
2024-04-16 02:03:48 upgrade libbz2-1.0:amd64 1.0.8-5build1 1.0.8-5build1
2024-04-16 02:03:48 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-16 02:03:48 status half-configured libbz2-1.0:amd64 1.0.8-5build1
2024-04-16 02:03:48 status unpacked libbz2-1.0:amd64 1.0.8-5build1
2024-04-16 02:03:48 status half-installed libbz2-1.0:amd64 1.0.8-5build1
2024-04-16 02:03:48 status unpacked libbz2-1.0:amd64 1.0.8-5build1
2024-04-16 02:03:48 startup packages configure
2024-04-16 02:03:48 configure libbz2-1.0:amd64 1.0.8-5build1 <none>
2024-04-16 02:03:48 status unpacked libbz2-1.0:amd64 1.0.8-5build1
2024-04-16 02:03:48 status half-configured libbz2-1.0:amd64 1.0.8-5build1
2024-04-16 02:03:48 status installed libbz2-1.0:amd64 1.0.8-5build1
2024-04-16 02:03:48 startup packages configure
2024-04-16 02:03:48 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
